Symbol,Name
DNN,Denison Mines Corp Ordinary Shares (Canada)
DNOW,NOW Inc. Common Stock
DNP,DNP Select Income Fund Inc. Common Stock
DNUT,Krispy Kreme Inc. Common Stock
DNZ,D and Z Media Acquisition Corp. Class A Common Stock
DOC,Physicians Realty Trust Common Shares of Beneficial Interest
DOCN,DigitalOcean Holdings Inc. Common Stock
DOCS,Doximity Inc. Class A Common Stock
DOCU,DocuSign Inc. Common Stock
DOGZ,Dogness (International) Corporation Class A Common Stock
DOLE,Dole plc Ordinary Shares
DOMA,Doma Holdings Inc. Common Stock
DOMO,Domo Inc. Class B Common Stock
DOOO,BRP Inc. (Recreational Products) Common Subordinate Voting Shares
DOOR,Masonite International Corporation Ordinary Shares (Canada)
DORM,Dorman Products Inc. Common Stock
DOUG,Douglas Elliman Inc. Common Stock
DOV,Dover Corporation Common Stock
DOW,Dow Inc. Common Stock 
DOX,Amdocs Limited Ordinary Shares
DOYU,DouYu International Holdings Limited ADS
DPCS,DP Cap Acquisition Corp I Class A Ordinary Shares
DPCSW,DP Cap Acquisition Corp I Warrants
DPG,Duff & Phelps Utility and Infrastructure Fund Inc.
DPRO,Draganfly Inc. Common Shares
DPZ,Domino's Pizza Inc Common Stock
DQ,DAQO New Energy Corp. American Depositary Shares each representing five ordinary shares
DRAY,Macondray Capital Acquisition Corp. I Class A Ordinary Shares
DRAYU,Macondray Capital Acquisition Corp. I Unit
DRAYW,Macondray Capital Acquisition Corp. I Warrant
DRCT,Direct Digital Holdings Inc. Class A Common Stock
DRCTW,Direct Digital Holdings Inc. Warrant
DRD,DRDGOLD Limited American Depositary Shares
DRE,Duke Realty Corporation Common Stock
DRH,Diamondrock Hospitality Company Common Stock
DRH^A,Diamondrock Hospitality Company 8.250% Series A Cumulative Redeemable Preferred Stock
DRI,Darden Restaurants Inc. Common Stock
DRIO,DarioHealth Corp. Common Stock
DRMA,Dermata Therapeutics Inc. Common Stock
DRQ,Dril-Quip Inc. Common Stock
DRRX,DURECT Corporation Common Stock
DRTS,Alpha Tau Medical Ltd. Class A Ordinary Shares
DRTSW,Alpha Tau Medical Ltd. Warrant
DRTT,DIRTT Environmental Solutions Ltd. Common Shares
DRUG,Bright Minds Biosciences Inc. Common Stock
DRVN,Driven Brands Holdings Inc. Common Stock
DS,Drive Shack Inc.
DS^B,Drive Shack Inc. Preferred Series B
DS^C,Drive Shack Inc. Preferred Series C
DS^D,Drive Shack Inc. Pfd Ser D
DSAC,Duddell Street Acquisition Corp. Class A Ordinary Shares
DSACU,Duddell Street Acquisition Corp. Unit
DSACW,Duddell Street Acquisition Corp. Warrant
DSAQ,Direct Selling Acquisition Corp. Class A Common Stock
DSEY,Diversey Holdings Ltd. Ordinary Shares
DSGN,Design Therapeutics Inc. Common Stock
DSGX,Descartes Systems Group Inc. (The) Common Stock
DSKE,Daseke Inc. Common Stock
DSL,DoubleLine Income Solutions Fund Common Shares of Beneficial Interests
DSM,BNY Mellon Strategic Municipal Bond Fund Inc. Common Stock
DSP,Viant Technology Inc. Class A Common Stock
DSS,DSS Inc. Common Stock
DSU,Blackrock Debt Strategies Fund Inc. Common Stock
DSWL,Deswell Industries Inc. Common Shares
DSX,Diana Shipping inc. common stock
DSX^B,Diana Shipping Inc. Perpetual Preferred Shares Series B (Marshall Islands)
DT,Dynatrace Inc. Common Stock
DTB,DTE Energy Company 2020 Series G 4.375% Junior Subordinated Debentures due 2080
DTC,Solo Brands Inc. Class A Common Stock
DTE,DTE Energy Company Common Stock
DTEA,DAVIDsTEA Inc. Common Stock
DTF,DTF Tax-Free Income 2028 Term Fund Inc. Common Stock
DTG,DTE Energy Company 2021 Series E 4.375% Junior Subordinated Debentures
DTIL,Precision BioSciences Inc. Common Stock
DTLA^,Brookfield DTLA Inc. 7.625% Series A Cumulative Redeemable Preferred Stock
DTM,DT Midstream Inc. Common Stock 
DTOC,Digital Transformation Opportunities Corp. Class A Common Stock
DTOCU,Digital Transformation Opportunities Corp. Units
DTOCW,Digital Transformation Opportunities Corp. Warrant
DTP,DTE Energy Company 6.25% Corporate Units
DTRTU,DTRT Health Acquisition Corp. Unit
DTRTW,DTRT Health Acquisition Corp. Warrant
DTSS,Datasea Inc. Common Stock
DTST,Data Storage Corporation Common Stock
DTSTW,Data Storage Corporation Warrant
DTW,DTE Energy Company 2017 Series E 5.25% Junior Subordinated Debentures due 2077
DUETU,DUET Acquisition Corp. Unit
DUK,Duke Energy Corporation (Holding Company) Common Stock
DUK^A,Duke Energy Corporation Depositary Shares each representing a 1/1000th interest in a share of 5.75% Series A Cumulative Redeemable Perpetual Preferred Stock
DUKB,Duke Energy Corporation 5.625% Junior Subordinated Debentures due 2078
DUNE,Dune Acquisition Corporation Class A Common Stock
DUNEU,Dune Acquisition Corporation Unit
DUNEW,Dune Acquisition Corporation Warrant
DUO,Fangdd Network Group Ltd. American Depositary Shares
DUOL,Duolingo Inc. Class A Common Stock
DUOT,Duos Technologies Group Inc. Common Stock
DV,DoubleVerify Holdings Inc. Common Stock
DVA,DaVita Inc. Common Stock
DVAX,Dynavax Technologies Corporation Common Stock
DVN,Devon Energy Corporation Common Stock
DWAC,Digital World Acquisition Corp. Class A Common Stock
DWACU,Digital World Acquisition Corp. Units
DWACW,Digital World Acquisition Corp. Warrants
DWIN,Delwinds Insurance Acquisition Corp. Class A Common Stock
DWSN,Dawson Geophysical Company Common Stock
DX,Dynex Capital Inc. Common Stock
DX^C,Dynex Capital Inc. 6.900% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock
DXC,DXC Technology Company Common Stock 
DXCM,DexCom Inc. Common Stock
DXF,Dunxin Financial Holdings Limited American Depositary Shares
DXLG,Destination XL Group Inc. Common Stock
DXPE,DXP Enterprises Inc. Common Stock
DXR,Daxor Corporation Common Stock
DXYN,Dixie Group Inc. (The) Common Stock
DY,Dycom Industries Inc. Common Stock
DYAI,Dyadic International Inc. Common Stock
DYFN,Angel Oak Dynamic Financial Strategies Income Term Trust Common Shares of Beneficial Interest
DYN,Dyne Therapeutics Inc. Common Stock
DYNS,Dynamics Special Purpose Corp. Class A Common Stock
DYNT,Dynatronics Corporation Common Stock
DZSI,DZS Inc. Common Stock
E,ENI S.p.A. Common Stock
EA,Electronic Arts Inc. Common Stock
EAC,Edify Acquisition Corp. Class A Common Stock
EACPU,Edify Acquisition Corp. Units
EACPW,Edify Acquisition Corp. Warrant
EAD,Allspring Income Opportunities Fund Common Shares
EAF,GrafTech International Ltd. Common Stock
EAI,Entergy Arkansas LLC First Mortgage Bonds 4.875% Series Due September 1 2066
EAR,Eargo Inc. Common Stock
EARN,Ellington Residential Mortgage REIT Common Shares of Beneficial Interest
EAST,Eastside Distilling Inc. Common Stock
EAT,Brinker International Inc. Common Stock
EB,Eventbrite Inc. Class A Common Stock
EBAC,European Biotech Acquisition Corp. Class A Ordinary Shares
EBACU,European Biotech Acquisition Corp. Units
EBACW,European Biotech Acquisition Corp. Warrant
EBAY,eBay Inc. Common Stock
EBC,Eastern Bankshares Inc. Common Stock
EBET,Esports Technologies Inc. Common Stock
EBF,Ennis Inc. Common Stock
EBIX,Ebix Inc. Common Stock
EBMT,Eagle Bancorp Montana Inc. Common Stock
EBON,Ebang International Holdings Inc. Class A Ordinary Shares
EBR,Centrais Electricas Brasileiras S A American Depositary Shares (Each representing one Common Share)
EBS,Emergent Biosolutions Inc. Common Stock
EBTC,Enterprise Bancorp Inc Common Stock
EC,Ecopetrol S.A. American Depositary Shares
ECAT,BlackRock ESG Capital Allocation Trust Common Shares of Beneficial Interest
ECC           ,Eagle Point Credit Company Inc. Common Stock
ECC^D,Eagle Point Credit Company Inc. 6.75% Series D Preferred Stock
ECCC,Eagle Point Credit Company Inc. 6.50% Series C Term Preferred Stock due 2031
ECCV,Eagle Point Credit Company Inc. 5.375% Notes due 2029
ECCW,Eagle Point Credit Company Inc. 6.75% Notes due 2031
ECCX,Eagle Point Credit Company Inc. 6.6875% Notes due 2028
ECF,Ellsworth Growth and Income Fund Ltd.
ECF^A,Ellsworth Growth and Income Fund Ltd. 5.25% Series A Cumulative Preferred Shares (Liquidation Preference $25.00 per share)
ECL,Ecolab Inc. Common Stock
ECOL,US Ecology Inc Common Stock
ECOLW,US Ecology Inc. Warrant
ECOM          ,ChannelAdvisor Corporation Common Stock
ECOR,electroCore Inc. Common Stock
ECPG,Encore Capital Group Inc Common Stock
ECVT,Ecovyst Inc. Common Stock
ED,Consolidated Edison Inc. Common Stock
EDAP,EDAP TMS S.A. American Depositary Shares
EDD,Morgan Stanley Emerging Markets Domestic Debt Fund Inc. Morgan Stanley Emerging Markets Domestic Debt Fund Inc. Common Stock
EDF,Stone Harbor Emerging Markets Income Fund Common Shares of Beneficial Interest
EDI,Stone Harbor Emerging Markets Total Income Fund Common Shares of Beneficial Interests
EDIT,Editas Medicine Inc. Common Stock
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) American Depositary Shares
EDNC,Endurance Acquisition Corp. Class A Ordinary Shares
EDNCU,Endurance Acquisition Corp. Unit
EDNCW,Endurance Acquisition Corp. Warrant
EDR,Endeavor Group Holdings Inc. Class A Common Stock
EDRY,EuroDry Ltd. Common Shares 
EDSA,Edesa Biotech Inc. Common Shares
EDTK,Skillful Craftsman Education Technology Limited Ordinary Share
EDTX,EdtechX Holdings Acquisition Corp. II Class A common stock
EDTXU,EdtechX Holdings Acquisition Corp. II Unit
EDTXW,EdtechX Holdings Acquisition Corp. II Warrant
EDU,New Oriental Education & Technology Group Inc. Sponsored ADR representing 1 Ordinary Share (Cayman Islands)
EDUC,Educational Development Corporation Common Stock
EEA,The European Equity Fund Inc. Common Stock
EEFT,Euronet Worldwide Inc. Common Stock
EEIQ,Elite Education Group International Ltd. Common Stock
EEX,Emerald Holding Inc. Common Stock
EFC,Ellington Financial Inc. Common Stock 
EFC^A,Ellington Financial Inc. 6.750% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock
EFC^B,Ellington Financial Inc. 6.250% Series B Fixed-Rate Reset Cumulative Redeemable Preferred Stock
EFL,Eaton Vance Floating-Rate 2022 Target Term Trust Common Shares of Beneficial Interest
EFOI,Energy Focus Inc. Common Stock
EFR,Eaton Vance Senior Floating-Rate Fund Common Shares of Beneficial Interest
EFSC,Enterprise Financial Services Corporation Common Stock
EFSCP,Enterprise Financial Services Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 5% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A
EFT,Eaton Vance Floating Rate Income Trust Common Shares of Beneficial Interest
EFTR,eFFECTOR Therapeutics Inc. Common Stock
EFTRW,eFFECTOR Therapeutics Inc. Warrant
EFX,Equifax Inc. Common Stock
EGAN,eGain Corporation Common Stock
EGBN,Eagle Bancorp Inc. Common Stock
EGF,Blackrock Enhanced Government Fund Inc. Common Stock
EGGF,EG Acquisition Corp. Class A Common Stock
EGHT,8x8 Inc Common Stock
EGLE,Eagle Bulk Shipping Inc. Common Stock
EGLX,Enthusiast Gaming Holdings Inc. Common Stock
EGO,Eldorado Gold Corporation Ordinary Shares
EGP,EastGroup Properties Inc. Common Stock
EGRX,Eagle Pharmaceuticals Inc. Common Stock
EGY,VAALCO Energy Inc.  Common Stock
EH,EHang Holdings Limited ADS
EHC,Encompass Health Corporation Common Stock
EHI,Western Asset Global High Income Fund Inc Common Stock
EHTH,eHealth Inc. Common Stock
EIC,Eagle Point Income Company Inc. Common Stock
EICA,Eagle Point Income Company Inc. 5.00% Series A Term Preferred Stock due 2026
EIG,Employers Holdings Inc Common Stock
EIGR,Eiger BioPharmaceuticals Inc. Common Stock
EIM,Eaton Vance Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value
EIX,Edison International Common Stock
EJFA,EJF Acquisition Corp. Class A Ordinary Share
EJFAU,EJF Acquisition Corp. Unit
EJFAW,EJF Acquisition Corp. Warrant
EJH,E-Home Household Service Holdings Limited Ordinary Shares
EKSO,Ekso Bionics Holdings Inc. Common Stock
EL,Estee Lauder Companies Inc. (The) Common Stock
ELA,Envela Corporation Common Stock
ELAN,Elanco Animal Health Incorporated Common Stock
ELAT,Elanco Animal Health Incorporated 5.00% Tangible Equity Units
ELC,Entergy Louisiana Inc. Collateral Trust Mortgage Bonds 4.875 % Series due September 1 2066
ELDN,Eledon Pharmaceuticals Inc. Common Stock
ELEV,Elevation Oncology Inc. Common stock
ELF,e.l.f. Beauty Inc. Common Stock
ELLO,Ellomay Capital Ltd Ordinary Shares (Israel)
ELMD,Electromed Inc. Common Stock
ELMS,Electric Last Mile Solutions Inc. Class A Common stock
ELMSW,Electric Last Mile Solutions Inc. Warrant
ELOX,Eloxx Pharmaceuticals Inc. Common Stock
ELP,Companhia Paranaense de Energia (COPEL) American Depositary Shares (each representing one Unit consisting one Common Share and four non-voting Class B Preferred Shares)
ELS,Equity Lifestyle Properties Inc. Common Stock
ELSE,Electro-Sensors Inc. Common Stock
ELTK,Eltek Ltd. Ordinary Shares
ELVT,Elevate Credit Inc. Common Stock
ELY,Callaway Golf Company Common Stock
ELYM,Eliem Therapeutics Inc Common Stock
ELYS,Elys Game Technology Corp. Common Stock
EM,Smart Share Global Limited American Depositary Shares
EMAN,eMagin Corporation Common Stock
EMBK,Embark Technology Inc. Common Stock
EMBKW,Embark Technology Inc. Warrants
EMCF,Emclaire Financial Corp Common Stock
EMD,Western Asset Emerging Markets Debt Fund Inc Common Stock
EME,EMCOR Group Inc. Common Stock
EMF,Templeton Emerging Markets Fund Common Stock
EMKR,EMCORE Corporation Common Stock
EML,Eastern Company (The) Common Stock
EMLD,FTAC Emerald Acquisition Corp. Class A Common Stock
EMLDU,FTAC Emerald Acquisition Corp. Unit
EMN,Eastman Chemical Company Common Stock
EMO,ClearBridge Energy Midstream Opportunity Fund Inc. Common Stock
EMP,Entergy Mississippi LLC First Mortgage Bonds 4.90% Series Due October 1 2066
EMR,Emerson Electric Company Common Stock
EMX,EMX Royalty Corporation Common Shares (Canada)
ENB,Enbridge Inc Common Stock
ENBA,Enbridge Inc 6.375% Fixed-to-Floating Rate Subordinated Notes Series 2018-B due 2078
ENCPW,Energem Corp Warrant
ENDP,Endo International plc Ordinary Shares
ENER,Accretion Acquisition Corp. Common Stock
ENERR,Accretion Acquisition Corp. Right
ENERU,Accretion Acquisition Corp. Unit
ENERW,Accretion Acquisition Corp. Warrant
ENFN,Enfusion Inc. Class A Common Stock
ENG,ENGlobal Corporation Common Stock
ENIA,Enel Americas S.A. American Depositary Shares
ENIC,Enel Chile S.A. American Depositary Shares (Each representing 50 shares of Common Stock)
ENJ,Entergy New Orleans LLC First Mortgage Bonds 5.0% Series due December 1 2052
ENJY,Enjoy Technology Inc. Common Stock
ENJYW,Enjoy Technology Inc. Warrant
ENLC,EnLink Midstream LLC Common Units representing Limited Partner Interests
ENLV,Enlivex Therapeutics Ltd. Ordinary Shares
ENO,Entergy New Orleans LLC First Mortgage Bonds 5.50% Series due April 1 2066
ENOB,Enochian Biosciences Inc. Common Stock
ENPC,Executive Network Partnering Corporation Class A Common Stock
ENPH,Enphase Energy Inc. Common Stock
ENR,Energizer Holdings Inc. Common Stock
ENS,EnerSys Common Stock
ENSC,Ensysce Biosciences Inc. Common Stock
ENSG,The Ensign Group Inc. Common Stock
ENSV,Enservco Corporation Common Stock
ENTA,Enanta Pharmaceuticals Inc. Common Stock
ENTF,Enterprise 4.0 Technology Acquisition Corp. Class A Ordinary Shares
ENTFU,Enterprise 4.0 Technology Acquisition Corp. Unit
ENTFW,Enterprise 4.0 Technology Acquisition Corp. Warrant
ENTG,Entegris Inc. Common Stock
ENTX,Entera Bio Ltd. Ordinary Shares
ENV,Envestnet Inc Common Stock
ENVA,Enova International Inc. Common Stock
ENVB,Enveric Biosciences Inc. Common Stock
ENVX,Enovix Corporation Common Stock
ENX,Eaton Vance New York Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value
ENZ,Enzo Biochem Inc. Common Stock ($0.01 Par Value)
EOCW,Elliott Opportunity II Corp. Class A Ordinary Shares
EOD,Allspring Global Dividend Opportunity Fund Common Shares of Beneficial Interest
EOG,EOG Resources Inc. Common Stock
EOI,Eaton Vance Enhance Equity Income Fund Eaton Vance Enhanced Equity Income Fund Shares of Beneficial Interest
EOLS,Evolus Inc. Common Stock
EOS,Eaton Vance Enhance Equity Income Fund II Common Stock
EOSE,Eos Energy Enterprises Inc. Class A Common Stock
EOSEW,Eos Energy Enterprises Inc. Warrant
EOT,Eaton Vance Municipal Income Trust EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST
EP,Empire Petroleum Corporation Common Stock
EP^C,El Paso Corporation Preferred Stock
EPAC,Enerpac Tool Group Corp. Common Stock
EPAM,EPAM Systems Inc. Common Stock
EPAY,Bottomline Technologies Inc. Common Stock
EPC,Edgewell Personal Care Company Common Stock
EPD,Enterprise Products Partners L.P. Common Stock
EPHY,Epiphany Technology Acquisition Corp. Class A Common Stock
EPHYU,Epiphany Technology Acquisition Corp. Unit
EPHYW,Epiphany Technology Acquisition Corp. Warrant
EPIX,ESSA Pharma Inc. Common Stock
EPM,Evolution Petroleum Corporation Inc. Common Stock
EPR,EPR Properties Common Stock
EPR^C,EPR Properties 5.75% Series C Cumulative Convertible Preferred Shares
EPR^E,EPR Properties Series E Cumulative Conv Pfd Shs Ser E
EPR^G,EPR Properties 5.750% Series G Cumulative Redeemable Preferred Shares
EPRT,Essential Properties Realty Trust Inc. Common Stock
EPSN,Epsilon Energy Ltd. Common Share
EPWR,Empowerment & Inclusion Capital I Corp. Class A Common Stock
EPZM,Epizyme Inc. Common Stock
EQ,Equillium Inc. Common Stock
EQBK,Equity Bancshares Inc. Class A Common Stock
EQC,Equity Commonwealth Common Shares of Beneficial Interest
EQC^D,Equity Commonwealth 6.50% Pfd Conv Shs Ser D
EQD,Equity Distribution Acquisition Corp. Class A Common Stock
EQH,Equitable Holdings Inc. Common Stock
EQH^A,Equitable Holdings Inc. Depositary Shares
EQH^C,Equitable Holdings Inc. Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series C
EQHA,EQ Health Acquisition Corp. Class A Common Stock
EQIX,Equinix Inc. Common Stock REIT
EQNR,Equinor ASA
EQOS,EQONEX LIMITED Ordinary Shares
EQR,Equity Residential Common Shares of Beneficial Interest
EQRX,EQRx Inc.  Common Stock
EQRXW,EQRx Inc. Warrant
EQS,Equus Total Return Inc. Common Stock
EQT,EQT Corporation Common Stock
EQX,Equinox Gold Corp. Common Shares
ERAS,Erasca Inc. Common Stock
ERC,Allspring Multi-Sector Income Fund Common Stock
ERES,East Resources Acquisition Company Class A Common Stock
ERESU,East Resources Acquisition Company Unit
ERESW,East Resources Acquisition Company Warrant
ERF,Enerplus Corporation Common Stock
ERH,Allspring Utilities and High Income Fund Common Shares
ERIC,Ericsson American Depositary Shares
ERIE,Erie Indemnity Company Class A Common Stock
ERII,Energy Recovery Inc. Common Stock
